default,balance,housing,loan
no,446,no,no
no,613,no,yes
no,903,no,no
no,804,no,no
no,98,yes,no
no,1686,no,no
no,374,yes,yes
no,409,yes,no
no,1938,no,no
no,93,no,yes
no,34,no,yes
no,0,no,no
no,1088,yes,no
no,3720,yes,no
no,638,yes,no
no,550,no,no
no,3244,no,no
no,53,no,no
no,309,no,no
no,0,no,no
no,8,no,no
no,529,yes,no
no,1129,no,yes
no,0,no,no
no,3945,no,no
no,1216,no,no
no,1526,yes,no
no,620,no,no
no,1400,no,no
no,19,no,no
no,726,no,no
no,-246,no,yes
no,20,no,no
no,284,no,no
no,951,no,no
no,-17,no,no
no,306,yes,no
no,0,yes,yes
no,275,yes,no
no,596,no,no
no,2317,no,no
no,105,yes,no
no,194,no,no
no,218,no,no
no,0,yes,yes
no,21,no,no
no,127,yes,no
no,512,no,no
no,301,no,no
no,723,no,no
no,52,no,no
no,213,no,no
no,1657,yes,yes
no,1066,yes,no
no,176,no,no
no,429,yes,no
no,578,no,no
no,149,yes,no
no,554,no,no
no,5978,no,no
no,347,no,yes
no,362,no,yes
no,372,no,no
no,340,yes,no
no,436,no,yes
no,2429,no,no
no,3869,no,no
no,914,no,no
no,495,no,no
no,370,yes,no
no,-295,no,yes
no,1316,no,no
no,586,yes,no
no,337,no,no
no,13,no,no
no,297,no,yes
no,62,yes,no
no,799,no,no
no,220,no,no
no,0,no,no
no,299,yes,no
no,1066,yes,no
no,876,yes,no
no,4274,no,no
no,264,no,no
no,98,no,yes
no,524,no,no
no,1874,no,no
no,536,no,no
no,31,yes,no
no,1271,yes,no
no,3,no,no
no,4557,no,no
no,1349,yes,yes
no,181,no,no
no,625,no,no
no,253,no,no
no,340,no,no
no,529,no,yes
no,-32,no,no
no,1502,no,no
no,0,no,no
no,1455,yes,no
no,215,yes,no
no,201,no,no
yes,-1089,no,yes
no,1187,no,no
no,480,yes,no
no,857,yes,no
no,199,no,no
no,476,yes,no
no,316,no,no
no,1449,yes,yes
no,4213,no,no
no,2746,no,no
no,371,no,no
no,4465,no,no
no,1055,no,no
no,36,no,no
no,0,no,no
no,387,yes,no
no,5901,no,no
no,1279,yes,yes
no,338,yes,no
no,223,no,no
no,3463,yes,yes
no,42,no,no
no,732,yes,no
no,264,yes,yes
no,0,no,no
no,89,no,no
no,288,no,no
no,744,no,no
no,1369,no,yes
no,417,no,no
no,1694,yes,no
no,379,yes,no
no,547,no,no
no,726,no,no
no,434,yes,no
no,0,yes,no
no,1616,no,no
no,47,yes,no
no,0,yes,no
no,487,no,no
no,0,no,no
no,393,no,no
no,0,no,no
no,1357,no,no
no,699,no,no
no,0,yes,yes
no,0,yes,no
no,3207,no,no
no,100,no,no
no,130,no,no
no,787,no,no
no,37,no,no
no,0,yes,no
no,0,no,no
no,1508,no,yes
no,3473,no,no
no,3222,yes,no
no,1035,no,no
no,1,no,no
no,0,no,no
no,0,no,no
no,527,no,no
no,140,no,no
no,0,no,no
no,117,yes,no
no,-321,no,no
no,755,no,no
no,1033,no,no
no,1236,no,no
no,177,yes,yes
no,840,no,no
no,219,yes,no
no,157,yes,yes
no,1458,no,no
no,5715,no,no
no,122,no,no
no,818,no,no
no,799,no,no
no,117,no,no
no,466,no,no
no,962,no,yes
no,1095,no,no
no,297,no,no
no,414,no,no
no,6,yes,no
no,237,yes,no
no,-528,no,no
no,399,no,no
no,0,yes,no
no,102,no,no
no,6,yes,no
no,769,no,yes
no,8585,no,no
no,0,no,no
no,559,no,no
no,429,no,no
no,1392,no,no
no,103,no,no
no,802,no,no
no,0,no,no
no,54,no,no
no,140,no,no
no,1796,no,no
no,672,yes,no
no,1013,no,no
no,760,no,no
no,-199,no,no
no,1918,no,no
no,2020,no,no
no,-507,no,no
no,-70,yes,yes
no,1288,no,no
no,-33,no,no
no,78,no,no
no,1227,no,no
no,2244,no,no
no,208,no,yes
no,0,no,no
no,664,no,no
no,0,no,no
no,358,no,no
no,811,no,no
no,239,no,no
no,583,no,no
no,366,yes,yes
no,644,no,no
no,51,no,yes
no,1470,no,no
no,622,no,no
no,585,no,no
no,922,no,no
no,4457,no,no
no,37,no,no
no,1128,no,no
no,308,yes,yes
no,0,no,no
no,1218,yes,no
no,549,no,no
no,24,yes,no
no,637,no,no
no,14,no,no
no,1,no,no
no,350,no,no
no,95,no,no
no,311,no,no
no,1803,no,no
no,1235,no,no
no,1264,no,no
no,-24,no,no
no,310,yes,no
no,317,no,no
no,2662,no,no
no,20,no,no
no,78,no,no
no,375,no,no
no,4130,no,no
no,2,no,no
no,1709,no,yes
no,197,no,no
yes,-10,no,no
no,394,no,no
no,376,no,yes
no,8,no,no
no,-257,no,no
no,578,no,no
no,800,no,no
no,399,no,no
no,-96,no,no
no,413,yes,no
no,1161,yes,no
no,3770,no,no
no,95,yes,yes
no,67,no,no
no,4721,no,no
no,0,no,no
no,1027,no,no
no,177,no,no
no,374,no,no
no,695,no,no
no,438,no,no
no,0,no,no
no,182,no,no
no,486,no,no
no,2346,yes,no
no,595,no,no
no,0,no,yes
no,557,yes,no
no,86,no,no
no,4638,no,no
no,370,no,no
no,289,no,no
no,782,no,no
no,1988,yes,no
no,206,no,no
no,1504,yes,no
no,232,no,no
no,118,no,no
no,0,no,no
no,360,yes,no
no,459,yes,no
no,407,no,no
no,-259,yes,no
no,2041,no,no
no,1296,yes,yes
no,257,yes,yes
no,373,no,no
no,955,yes,no
no,13,yes,no
no,-411,no,no
no,92,yes,no
no,164,no,no
no,0,yes,yes
no,120,yes,yes
no,2,no,yes
no,532,yes,no
no,-290,yes,yes
no,152,no,yes
no,1638,no,no
no,2880,no,no
no,4769,no,no
no,673,yes,no
no,86,no,no
no,272,yes,yes
no,221,no,no
no,133,yes,yes
no,50,no,no
no,336,no,no
no,557,yes,no
no,36,yes,no
no,313,yes,no
no,1425,no,no
no,-79,yes,yes
no,498,yes,no
no,50,no,no
no,319,yes,no
no,521,yes,no
no,427,no,no
no,223,no,no
no,-259,no,yes
no,-90,yes,no
no,676,yes,no
no,149,yes,no
no,-199,yes,yes
no,268,no,no
no,478,no,no
no,345,yes,no
no,455,no,no
no,893,yes,no
no,567,yes,no
no,294,yes,no
no,1857,no,no
no,980,no,no
no,486,no,no
no,1422,yes,yes
no,343,no,no
yes,254,yes,yes
no,47,no,no
no,547,yes,no
no,-412,yes,no
no,1125,yes,no
no,-76,no,no
no,323,no,no
no,-296,no,yes
no,252,yes,no
no,594,yes,no
no,262,no,no
no,0,yes,no
no,0,yes,no
no,415,no,no
no,629,yes,no
no,176,no,no
no,97,yes,no
no,350,yes,no
no,1770,no,no
no,399,no,no
no,1245,no,no
no,1120,yes,no
no,22,no,no
no,717,no,no
no,1322,yes,no
no,73,no,no
no,111,yes,no
yes,-462,no,no
no,388,yes,yes
no,498,yes,no
no,273,yes,no
no,1330,yes,no
no,956,yes,no
no,-97,yes,no
no,547,yes,no
no,299,yes,no
no,1073,yes,no
no,283,yes,no
no,2665,yes,no
no,424,no,no
no,294,yes,no
no,707,yes,no
no,791,no,no
no,732,yes,no
no,550,no,no
no,-274,yes,yes
no,540,no,yes
no,1496,yes,no
no,0,no,no
no,251,no,no
no,941,no,no
no,443,no,no
no,1724,no,no
no,44,yes,no
no,205,no,no
no,2743,no,no
no,263,yes,no
no,303,yes,no
yes,4,no,no
no,474,yes,yes
no,-155,yes,no
no,81,yes,no
no,-386,yes,no
no,19,no,no
no,783,no,yes
no,232,yes,no
no,1385,yes,no
no,0,yes,no
no,1405,yes,yes
no,16992,yes,no
no,-557,yes,yes
no,388,no,no
no,1345,yes,no
no,4959,no,no
no,1239,yes,no
no,-81,yes,no
no,-1,no,no
no,1513,no,no
no,246,yes,no
no,145,no,no
no,4022,yes,no
no,1361,no,no
no,-110,no,yes
no,566,yes,no
no,2687,yes,no
no,603,yes,no
no,135,yes,no
no,3875,yes,no
no,1694,yes,yes
no,5418,yes,yes
no,440,no,no
no,634,no,no
no,276,no,no
no,172,yes,no
no,-264,yes,no
no,660,yes,no
no,94,yes,no
no,-241,no,no
no,285,yes,no
no,499,yes,yes
no,-33,no,no
no,193,yes,no
no,3360,yes,no
no,287,no,no
no,71,no,yes
no,647,yes,no
no,60,no,yes
no,718,yes,no
no,163,yes,yes
no,478,no,no
no,28,no,no
no,466,yes,no
no,487,yes,no
no,2768,yes,no
no,50,yes,yes
no,1141,yes,no
no,0,no,no
no,128,no,yes
no,-185,no,no
no,160,yes,no
no,1820,yes,yes
no,146,yes,no
no,1025,no,no
no,789,no,yes
no,360,yes,yes
no,1152,yes,no
no,1927,yes,yes
no,83,no,no
no,351,yes,no
no,-32,no,no
no,645,yes,no
no,391,yes,no
no,183,yes,no
no,545,yes,no
no,1144,no,yes
no,1418,no,no
no,380,yes,no
no,2940,no,no
no,1077,yes,yes
no,929,no,no
no,242,no,no
no,175,yes,no
no,0,yes,no
no,235,no,no
no,854,yes,yes
no,268,no,yes
no,523,no,no
no,1209,no,no
no,-46,no,no
no,648,yes,no
no,108,yes,no
no,682,yes,no
no,1391,yes,no
no,1167,no,no
no,2365,no,yes
no,149,yes,no
no,420,yes,no
no,0,no,no
no,-272,no,yes
no,84,no,no
no,973,no,no
no,554,yes,no
no,178,yes,yes
no,188,no,no
no,1281,yes,yes
no,499,no,no
no,2061,yes,yes
no,255,yes,no
no,119,no,no
no,726,no,no
no,341,no,yes
no,386,no,no
no,16,no,no
no,381,yes,no
no,0,yes,no
no,451,no,no
no,678,yes,no
no,1213,no,no
no,658,yes,no
no,195,yes,no
no,1242,yes,no
no,1034,no,no
yes,-22,no,no
yes,-402,no,yes
no,3914,no,yes
no,328,no,no
no,596,yes,no
no,537,yes,no
no,1227,no,no
no,869,yes,no
no,60,no,no
no,138,yes,no
no,1099,no,no
yes,45,no,yes
no,10536,no,no
no,589,no,no
no,-209,yes,yes
no,433,no,no
no,147,yes,yes
no,1258,yes,no
no,1139,yes,no
no,620,no,yes
no,354,yes,no
no,1590,no,no
no,2329,yes,no
no,1152,no,no
no,270,yes,yes
no,172,no,no
no,873,no,no
no,475,yes,yes
no,1018,yes,no
no,-144,no,no
no,596,no,no
no,959,yes,no
no,406,yes,no
no,300,yes,no
no,229,no,no
no,278,no,yes
no,349,yes,yes
no,2923,yes,no
no,671,yes,yes
no,367,yes,yes
no,1,no,no
no,1889,no,no
no,1100,no,yes
no,208,yes,no
no,1618,no,no
no,1279,yes,no
no,-49,yes,no
no,954,no,no
no,914,yes,no
no,1269,yes,no
no,569,no,yes
no,2978,yes,no
no,604,no,no
no,246,yes,no
no,414,no,no
no,16957,yes,no
no,232,yes,yes
no,1837,no,no
no,3080,no,no
no,4168,yes,no
no,155,yes,no
no,393,no,no
no,474,no,no
yes,945,no,no
no,1354,yes,no
no,94,no,no
no,342,no,no
no,-284,no,yes
no,541,no,no
no,1,no,no
no,87,no,no
no,0,no,no
no,671,yes,no
no,2735,yes,no
no,484,yes,no
no,892,yes,no
no,211,no,no
no,326,no,yes
no,667,no,no
no,1000,no,no
no,-3,yes,no
no,81,yes,no
no,4634,no,no
no,6,yes,no
no,1009,yes,no
no,1823,no,no
no,1015,no,no
no,560,no,no
no,381,no,no
no,314,yes,no
no,-101,no,yes
no,397,no,no
no,250,no,yes
no,723,no,no
no,1955,no,no
no,659,yes,no
no,826,no,no
no,615,yes,no
no,145,yes,no
no,229,no,no
no,398,yes,no
no,1459,yes,no
no,6507,yes,yes
no,98,yes,no
no,882,no,yes
no,56,yes,yes
no,1346,no,no
no,430,no,yes
no,1192,no,no
no,2613,no,no
no,-452,no,no
no,227,yes,yes
no,834,no,no
no,1298,yes,no
no,527,yes,no
no,-61,no,no
no,1270,no,no
no,137,no,no
no,252,no,no
no,-29,no,no
no,408,no,no
no,1923,no,yes
no,2213,no,no
no,145,yes,no
yes,-337,no,yes
no,261,yes,no
no,2202,yes,no
no,-214,yes,no
no,1274,no,no
no,-676,yes,yes
no,3578,no,no
no,732,no,no
no,317,yes,no
no,531,no,no
no,9,no,yes
no,125,no,no
no,-152,yes,yes
no,-600,yes,yes
no,18,no,no
no,5717,no,no
no,1996,no,no
no,170,no,no
no,370,yes,no
no,403,no,no
no,0,no,no
no,266,yes,no
no,574,yes,no
no,29,no,no
no,334,no,no
no,99,no,no
no,6424,no,no
no,203,no,no
no,488,no,yes
no,24,yes,no
no,-211,yes,no
no,902,yes,no
no,141,no,no
no,1861,no,no
no,1508,no,no
no,743,no,no
no,43,yes,yes
no,24,yes,no
no,350,no,no
no,840,no,no
no,1,no,no
no,1836,no,no
no,0,no,no
no,657,no,yes
no,297,yes,no
yes,362,no,no
no,772,yes,no
no,145,no,no
no,112,yes,no
no,900,yes,no
no,425,yes,yes
no,1016,yes,no
no,518,no,no
no,220,yes,no
no,352,no,no
no,1366,yes,no
no,356,yes,no
no,0,yes,yes
no,335,no,no
no,414,no,no
no,6,no,no
no,536,no,no
no,2142,yes,no
no,2045,no,no
no,822,yes,yes
no,948,no,yes
no,337,yes,no
no,101,yes,no
no,0,yes,no
no,15,no,yes
no,127,no,no
no,133,yes,no
no,140,yes,no
no,-250,no,yes
no,2,no,no
no,-55,no,no
no,967,no,no
no,304,no,no
yes,81,no,yes
no,613,yes,no
no,1284,yes,no
yes,-6,no,no
no,56,yes,no
no,-898,no,no
no,102,yes,no
no,702,no,yes
no,3405,no,no
no,99,no,no
no,999,no,no
no,410,no,no
no,-407,yes,yes
no,203,no,yes
no,2291,yes,yes
no,1120,yes,no
no,312,no,no
no,185,yes,no
no,998,yes,no
no,263,yes,yes
no,12,yes,no
no,5,yes,yes
no,0,yes,no
yes,-261,yes,no
no,939,no,yes
no,554,yes,no
no,303,no,no
no,519,yes,no
no,25,no,no
no,-460,yes,yes
no,593,yes,no
no,796,yes,no
no,1049,no,no
no,358,no,no
no,77,yes,yes
no,-53,no,no
no,2550,no,no
no,1225,yes,yes
no,133,no,no
no,869,no,no
no,4023,yes,no
no,211,yes,no
no,8,yes,no
no,0,no,no
no,1333,yes,yes
no,10,yes,yes
no,61,yes,no
no,880,yes,yes
no,298,no,no
no,316,yes,no
no,0,no,no
no,360,yes,no
no,775,no,no
no,263,no,yes
no,211,no,no
no,472,yes,no
no,-96,no,no
no,297,yes,no
no,99,yes,no
no,0,no,no
no,249,yes,no
no,33,no,no
no,1724,yes,no
no,442,yes,no
no,-70,no,yes
no,-154,yes,yes
no,2666,yes,yes
no,1200,no,no
no,223,no,yes
no,656,no,no
no,1137,no,no
no,139,no,no
no,498,no,no
no,475,no,no
no,3466,yes,no
no,678,no,no
no,115,no,no
no,313,no,yes
no,-346,no,no
no,1712,no,no
no,1218,no,no
no,163,yes,no
no,1166,no,yes
no,185,no,no
yes,13,no,no
no,-509,yes,no
no,1310,no,no
no,-422,yes,no
no,6683,no,no
no,1053,yes,no
no,297,no,no
no,1308,no,no
no,-26,no,yes
no,6411,yes,yes
no,605,yes,no
no,1139,yes,no
no,1304,no,no
no,951,yes,no
no,2212,yes,no
no,1348,no,no
no,697,yes,no
no,583,no,no
no,802,yes,no
no,641,no,yes
no,34,no,no
no,168,yes,no
no,2007,yes,no
no,-35,no,no
no,508,no,no
no,-205,no,no
no,-247,yes,yes
no,1751,no,no
no,-71,yes,yes
no,16,yes,no
no,2052,no,no
no,49,no,no
no,543,no,no
no,49,no,no
no,242,yes,no
no,3234,yes,no
no,1495,yes,no
no,199,no,no
no,342,no,no
no,261,yes,yes
no,879,yes,no
no,625,no,no
no,737,yes,yes
no,192,no,no
no,404,no,no
no,364,no,yes
no,2144,yes,no
no,1301,yes,no
no,405,yes,no
no,98,no,no
no,1173,no,no
no,3154,yes,yes
no,975,yes,no
no,505,no,yes
no,157,yes,no
no,116,no,no
no,0,no,no
no,236,yes,no
no,1630,yes,no
no,202,no,no
no,525,yes,yes
no,69,no,no
no,578,yes,no
no,80,yes,no
no,60,yes,yes
no,92,yes,no
no,663,no,yes
no,196,no,no
no,957,yes,yes
no,2257,no,yes
no,1566,no,no
no,308,no,no
no,1745,yes,no
no,717,no,no
no,540,yes,no
no,1555,yes,no
no,3060,no,no
no,0,no,yes
no,5,yes,no
no,76,no,no
no,4148,no,no
no,-51,no,yes
no,441,yes,no
no,440,no,no
no,0,no,no
no,4,yes,yes
no,976,yes,no
no,288,no,no
no,473,yes,no
no,828,yes,no
no,936,no,no
no,2500,no,no
no,887,no,no
no,58,yes,no
no,23,no,no
no,640,no,no
no,827,yes,no
no,851,yes,no
no,1492,yes,no
no,417,yes,no
no,2363,no,no
no,285,yes,yes
no,364,yes,no
no,3982,no,no
no,905,no,no
no,670,no,no
no,5699,yes,no
no,1081,no,yes
no,4908,no,no
no,604,no,no
no,1384,yes,no
no,2552,no,yes
no,198,yes,no
no,351,no,no
no,953,no,no
no,187,no,no
no,1277,no,no
no,332,no,no
no,527,yes,no
no,109,yes,no
no,315,no,no
no,265,no,no
no,457,yes,no
no,7,no,no
no,572,yes,no
no,443,no,no
no,-28,no,yes
no,628,no,no
no,102,no,no
no,0,no,no
no,642,yes,no
no,1194,yes,no
no,911,yes,no
no,5742,yes,yes
no,160,yes,no
no,1692,yes,no
no,149,no,yes
no,0,yes,yes
no,49,yes,no
no,1554,no,no
no,511,yes,yes
no,167,no,no
no,717,yes,no
no,0,no,no
no,3,no,no
no,341,no,no
no,197,yes,no
no,198,no,no
no,3204,no,yes
no,329,no,no
no,317,yes,no
no,1355,yes,no
no,330,no,no
no,22,no,no
no,238,no,no
no,300,yes,yes
no,1400,yes,no
no,130,yes,no
no,-70,yes,no
no,802,no,no
no,2992,yes,no
no,2549,no,no
no,451,no,no
no,-735,yes,no
no,-61,no,no
no,370,no,no
no,0,yes,yes
no,483,yes,no
no,693,no,no
no,143,no,no
no,0,no,no
no,314,yes,yes
no,152,no,no
no,-477,yes,no
no,1276,yes,no
no,596,no,no
no,480,yes,no
no,1114,yes,no
no,133,no,no
no,636,no,no
no,-375,yes,no
no,909,yes,no
no,1454,no,no
no,0,no,yes
no,0,yes,no
no,-191,no,no
no,198,no,no
no,1285,no,no
no,605,no,no
no,44,no,yes
no,370,yes,no
yes,-1161,yes,yes
no,21,no,no
no,1803,no,no
no,943,yes,no
no,1585,yes,no
no,961,no,no
no,365,yes,no
no,-175,yes,no
no,442,no,no
no,19833,yes,no
no,901,no,yes
no,1194,yes,yes
no,210,yes,no
no,163,yes,no
no,1454,no,no
no,800,yes,no
no,2336,no,no
no,2190,no,yes
no,972,no,no
no,512,yes,yes
no,0,no,no
no,-333,yes,no
no,227,yes,yes
no,0,yes,no
no,281,no,no
no,17418,yes,no
no,1309,no,no
no,0,no,yes
no,243,no,no
no,217,yes,no
no,0,yes,no
no,780,yes,no
no,501,no,yes
no,665,no,no
no,358,yes,no
no,2180,no,no
no,1465,no,no
no,692,yes,no
no,373,yes,no
no,541,yes,no
no,2605,no,no
no,43,yes,no
no,-969,no,no
no,1721,no,no
no,12,yes,no
no,1859,yes,no
no,1534,no,no
no,316,yes,yes
no,15,no,no
no,49,no,no
no,2080,no,no
no,163,no,no
no,110,no,no
no,295,no,no
no,1929,no,no
no,1071,no,no
no,523,no,yes
no,699,no,no
no,536,yes,no
no,764,yes,no
no,115,no,no
no,90,no,no
no,937,yes,no
no,71,no,no
no,124,no,no
no,1333,no,no
no,2091,no,no
no,335,no,no
no,228,yes,no
no,8141,no,no
no,0,yes,no
no,168,no,yes
no,973,no,no
no,265,yes,yes
no,660,no,no
no,258,no,no
no,879,yes,yes
no,294,yes,no
no,72,no,no
no,1646,yes,no
no,181,yes,no
no,3767,no,no
no,88,no,no
no,2040,no,no
no,1130,yes,no
no,441,yes,no
no,700,yes,yes
no,363,yes,no
no,1288,yes,no
yes,-308,no,no
no,4519,no,no
no,349,yes,yes
no,495,no,no
no,79,no,no
no,877,yes,no
no,0,no,no
no,89,yes,no
no,979,yes,no
no,432,yes,yes
no,196,yes,no
no,361,yes,no
no,2162,no,no
no,941,no,no
no,0,no,no
no,1,no,no
no,20,no,no
no,148,no,no
no,446,no,no
no,1555,no,no
no,-185,no,no
no,-269,no,no
no,-179,no,no
no,-264,no,yes
no,1495,no,no
no,572,no,no
no,129,no,no
no,812,yes,yes
no,2325,no,no
no,21,yes,no
no,7,yes,no
no,212,no,no
no,757,yes,no
no,1198,yes,no
no,218,yes,no
no,520,yes,no
no,86,no,no
no,118,no,no
no,5,no,no
no,-206,yes,no
no,1088,no,no
no,1097,yes,yes
no,0,no,no
no,5,no,no
no,347,yes,no
no,814,yes,no
no,279,no,yes
no,367,no,no
no,0,no,no
no,53,no,no
no,1222,yes,no
no,866,no,yes
no,0,yes,no
no,0,yes,no
no,-1317,yes,no
no,0,yes,yes
no,0,no,no
no,451,yes,no
no,1852,no,no
no,3244,no,no
no,1490,yes,no
no,576,no,no
no,545,no,no
no,289,yes,no
no,207,yes,no
no,714,no,no
no,490,yes,no
no,662,yes,no
no,1563,yes,no
no,1,no,no
no,-207,no,no
no,-367,yes,no
no,194,yes,no
no,5126,yes,no
no,216,yes,yes
no,506,yes,no
no,3962,yes,no
no,-207,no,no
no,186,no,no
no,199,yes,no
no,854,yes,no
no,106,no,no
yes,25,no,no
no,2103,no,no
no,363,no,no
no,278,no,no
no,2152,no,no
no,-301,no,yes
no,629,yes,no
no,1044,yes,no
no,123,yes,no
no,430,yes,no
no,578,yes,no
no,46,no,no
no,306,no,no
no,2,no,no
no,221,no,no
no,1103,yes,no
no,332,yes,no
no,358,no,no
no,503,yes,no
no,2823,yes,no
no,97,yes,yes
no,439,yes,no
no,-94,yes,no
no,256,yes,no
no,514,yes,no
no,0,yes,no
no,0,yes,no
no,507,yes,no
no,604,no,yes
no,614,yes,no
no,44,no,no
no,186,no,no
no,469,no,yes
no,330,no,no
no,195,no,no
no,289,yes,no
no,108,yes,no
no,583,yes,no
no,0,yes,no
no,197,yes,no
no,349,yes,yes
no,51,no,no
no,-271,yes,yes
no,304,no,yes
no,447,yes,no
no,708,yes,no
no,407,yes,no
no,33,no,no
no,778,no,no
no,533,yes,no
no,553,yes,no
no,763,no,no
no,659,yes,no
no,174,yes,no
no,210,no,no
no,-500,no,yes
no,74,no,no
no,478,yes,no
no,10,no,no
no,921,no,no
no,10451,yes,no
no,0,no,no
no,-75,yes,no
no,1941,yes,no
no,244,yes,yes
no,585,no,yes
no,746,yes,yes
no,92,no,no
no,6857,no,no
no,51,yes,yes
no,580,no,yes
no,1818,no,no
no,15,no,no
no,798,yes,no
no,790,no,no
no,7984,yes,no
no,534,yes,no
no,96,no,no
no,284,yes,no
no,50,no,no
no,-196,yes,no
no,304,no,no
no,994,no,no
no,28,yes,no
no,0,no,yes
no,587,no,no
no,1411,no,no
no,4317,yes,no
no,585,yes,no
no,575,no,no
no,-481,yes,yes
no,719,yes,no
no,442,yes,no
no,336,yes,no
no,-508,yes,no
no,767,no,yes
no,875,no,no
no,376,no,no
no,1873,yes,no
no,120,no,no
no,761,no,no
no,1327,yes,no
no,267,no,no
no,924,no,no
no,196,no,no
no,243,yes,no
no,1301,no,no
no,723,no,no
no,-45,no,no
no,0,no,no
no,926,no,yes
no,8876,no,no
no,5,no,yes
no,0,no,yes
no,794,no,no
yes,1414,yes,no
no,643,yes,no
no,-24,yes,no
no,7822,yes,no
no,0,no,no
no,10,no,yes
no,182,yes,no
no,418,no,no
no,145,yes,no
no,-224,yes,no
no,853,yes,yes
no,6745,no,no
no,290,yes,no
no,0,no,no
no,661,yes,no
no,621,no,yes
no,474,yes,no
no,131,yes,no
no,504,yes,no
no,216,no,no
no,425,no,no
no,469,yes,no
no,201,yes,no
no,1366,no,yes
no,410,yes,no
no,45,no,no
no,775,no,no
no,490,yes,no
no,-50,no,no
no,1027,yes,no
no,1530,no,no
no,50,yes,no
no,125,no,no
no,207,yes,no
no,56,yes,no
no,-67,no,no
no,0,yes,no
no,1332,no,no
no,1455,yes,no
no,683,yes,no
no,-145,yes,no
no,3175,no,no
no,474,yes,yes
no,174,yes,yes
no,543,yes,no
no,82,no,no
no,11,no,no
no,-624,no,no
no,1404,yes,no
no,359,yes,no
no,59,yes,yes
no,136,yes,yes
no,437,yes,no
no,973,no,no
no,55,no,no
no,489,yes,no
no,687,yes,no
no,991,no,no
no,303,yes,yes
no,688,no,no
no,224,yes,no
no,1625,no,no
no,1021,no,no
yes,16,no,no
no,2557,yes,no
no,338,no,no
no,29,no,no
no,1625,no,no
no,-42,no,yes
no,5437,no,no
no,3519,no,no
no,40,yes,no
no,0,no,no
no,7,yes,yes
no,257,yes,no
no,372,no,yes
no,3401,no,no
no,5261,no,no
no,6,no,no
no,2469,no,no
no,147,no,yes
no,0,yes,no
no,-167,yes,yes
no,893,no,no
no,608,yes,no
no,141,no,no
no,0,yes,yes
no,630,no,no
no,689,no,no
no,630,yes,no
no,0,no,no
no,1308,yes,no
no,567,yes,no
no,606,yes,no
no,1227,no,no
no,5569,no,no
no,0,yes,no
no,3857,yes,no
no,1109,yes,no
no,272,no,no
no,73,yes,no
no,158,yes,yes
no,0,yes,no
no,485,yes,no
no,642,no,no
no,2142,no,no
no,840,yes,no
no,0,no,no
no,1074,no,no
yes,-535,yes,no
no,1253,no,no
no,5701,no,no
no,43,no,no
no,22,no,no
no,809,no,no
no,1,no,no
no,416,yes,no
no,597,yes,no
no,103,yes,no
no,139,no,no
no,783,yes,no
no,4930,no,yes
no,453,yes,no
no,46,no,no
no,494,yes,no
no,3324,no,no
no,292,no,yes
no,6016,no,no
no,57,no,no
no,8990,no,no
no,2004,no,no
no,494,no,no
no,1187,yes,yes
no,321,yes,yes
no,630,no,no
no,1523,yes,no
no,123,no,no
no,230,yes,yes
no,1214,yes,no
no,37,no,yes
no,1526,yes,no
no,-376,yes,no
no,482,yes,no
no,4015,yes,no
no,1017,no,no
no,2876,no,no
no,442,yes,no
no,5838,no,no
no,1145,yes,no
no,123,no,no
no,3283,no,no
no,665,yes,no
no,671,no,no
no,432,yes,no
no,589,yes,no
no,15161,no,no
no,613,yes,no
no,2037,no,no
no,-185,no,yes
no,2841,no,no
no,1759,no,no
no,3156,no,no
no,-498,yes,no
no,304,no,no
no,458,yes,yes
no,-1,yes,no
no,569,yes,yes
no,233,no,no
no,601,yes,yes
no,157,yes,no
no,601,no,no
no,1247,yes,no
no,-247,yes,yes
no,4,yes,no
no,477,yes,no
no,52,no,no
no,617,no,no
no,598,no,no
no,0,yes,no
no,4,yes,yes
no,1339,no,no
no,4,yes,yes
no,1167,yes,no
no,485,no,no
no,6236,no,no
no,541,yes,no
no,13297,no,no
no,526,yes,no
no,-420,yes,no
no,623,yes,no
no,739,yes,no
no,0,no,no
no,948,no,no
no,977,no,yes
no,172,yes,yes
no,320,yes,no
no,0,no,no
no,2851,no,yes
no,-328,yes,no
no,73,no,no
no,479,no,no
no,304,yes,no
no,615,no,no
yes,1,no,no
no,588,yes,yes
no,100,no,no
yes,231,yes,no
no,629,no,no
no,581,yes,no
no,3485,no,no
no,847,no,no
no,1534,no,no
no,186,no,no
no,1082,no,no
no,-221,yes,yes
no,145,no,no
no,-1,yes,no
no,-95,yes,no
no,342,no,yes
no,2095,yes,yes
no,24,yes,no
no,466,no,no
no,317,yes,no
no,1679,no,no
no,8,no,no
no,40,no,no
no,245,yes,no
no,317,yes,yes
no,0,yes,no
no,7289,yes,no
no,1948,no,no
no,247,no,no
no,1444,no,no
no,606,yes,no
no,287,yes,no
no,8266,yes,no
no,1028,yes,no
yes,986,no,yes
no,7459,yes,no
no,93,no,no
no,194,no,no
no,2254,no,no
no,0,no,yes
no,0,no,no
no,1343,no,no
no,754,no,no
no,1811,yes,yes
no,162,no,no
no,820,yes,no
no,0,yes,yes
no,220,yes,no
no,0,yes,no
no,5803,no,no
no,2439,no,no
no,751,yes,no
no,11093,no,no
no,318,no,no
no,112,yes,no
no,3295,no,no
no,4089,yes,no
